ano;lat;long;semana_inicio;semana_fim;cnpj;raz�o_social;endere�o;n_int;complemento;bairro;cep;munic�pio;estado;bandeira;pre�o_venda_gasolina;pre�o_compra_gasolina;modalidade_de_compra_gasolina;distribuidora_gasolina;pre�o_venda_etano;pre�o_compra_etanol;modalidade_de_compra_etanol;distribuidora_etanol;pre�o_venda_diesel;pre�o_compra_diesel;modalidade_de_compra_diesel;distribuidora_diesel;pre�o_venda_diesel_s10;pre�o_compra_diesel_s10;modalidade_de_compra_diesel_s10;distribuidora_diesel_s10;pre�o_venda_gnv;pre�o_compra_gnv;modalidade_de_compra_gnv;distribuidora_gnv;data_da_coleta
2017;-157.952.523;-479.434.495;12/02/17;18/02/17;05.625.571/0001-35;POSTO MK 107 NORTE LTDA;SHC NORTE SQ 107 BLOCO A;S/N;PAG;ASA NORTE;70743510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,719;3,359;CIF;;3,5;;;;;;;;;;;;;;;;16/02/17
2017;-158.340.496;-478.669.088;12/02/17;18/02/17;02.072.286/0001-46;PETROIL COMBUSTÍVEIS LTDA.;SPMS-SETOR DE POSTOS E MOTÉIS SUL EPIA SUL CONJUNTO C - LOTE 08;S/N;;CANDANGOLANDIA;71700970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,69;;;;3,25;;;;3,49;;;;3,54;;;;;;;;16/02/17
2017;-156.609.044;-477.935.753;12/02/17;18/02/17;00.001.388/0003-07;DISTRIBUIDORA BRASILIA DE VEICULOS S.A.;AE-ÁREA ESPECIAL 1;S/N;QUADRA 11  SETOR DE EXPANSÃO ECONOMICA;SOBRADINHO;73001970;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,79;3,33;CIF;;3,43;;;;3,29;;;;3,49;;;;;;;;16/02/17
2017;-157.662.824;-478.829.416;12/02/17;18/02/17;04.711.846/0001-90;FLAMINGO COMBUSTIVEIS E LUBRIFICANTES LTDA;SPMN - SETOR DE POSTOS E MOTEIS NORTE E EPIA LOTE;4;;ASA NORTE;73001970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,799;;;;3,509;;;;;;;;3,319;;;;;;;;16/02/17
2017;-157.627.365;-478.886.328;12/02/17;18/02/17;01.156.523/0001-94;JADE COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;SHCN SQ 410;S/N;BLOCO A PLL;ASA NORTE;70865500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,699;3,402;CIF;;3,289;;;;;;;;;;;;;;;;16/02/17
2017;-15.807.698;-48.073.907;12/02/17;18/02/17;02.040.344/0001-50;POSTO SIA 3 LTDA;SIA-SETOR DE INDÚSTRIA E ABASTECIMENTO SUL TRECHO 03;S/N;LOTES 2140/2150;SIA;71200030;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,699;3,34;CIF;;3,529;3,177;CIF;;3,399;2,962;CIF;;3,499;3,043;CIF;;;;;;16/02/17
2017;-158.250.037;-480.548.969;12/02/17;18/02/17;72.622.608/0001-69;JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA;SGO-SETOR DE GARAGENS OFICIAIS LOTE 02 PLL;S/N;0;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,79;3,397;CIF;;3,49;3,158;CIF;;3,19;2,974;CIF;;;;;;;;;;16/02/17
2017;-158.184.508;-480.957.291;12/02/17;18/02/17;38.043.832/0001-68;AMORIM COMERCIO DE DERIVADOS DE PETROLEO LTDA;LOCALIDADE QNN 34 AREA ESPECIAL F;S/N;0;CANDANGOLÂNDIA;72230340;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,799;3,419;CIF;;3,489;3,186;CIF;;3,389;3,058;CIF;;;;;;;;;;16/02/17
2017;-158.298.593;-480.138.797;12/02/17;18/02/17;05.208.306/0001-51;AUTO POSTO BRAGA LTDA;QN-QUADRA NORTE 502;S/N;CONJUNTO 01, LOTE 02;SAMAMBAIA;72310301;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,599;;;;3,249;;;;3,249;;;;;;;;;;;;16/02/17
2017;-156.205.089;-476.702.084;12/02/17;18/02/17;03.469.182/0001-32;JJS COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA GOIAS QUADRA;58;LOTES 02/05 ST;PLANALTINA;73330079;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,79;;;;3,49;;;;;;;;3,39;;;;;;;;16/02/17
2017;-158.931.694;-481.494.059;12/02/17;18/02/17;01.276.763/0001-22;AUTO POSTO RAMALHO LTDA.;RODOVIA DF 180;S/N;KM 06 - FAZENDA CHAPADINHA;BRAZILÂNDIA;72720000;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,889;3,428;CIF;;3,579;3,192;CIF;;3,369;2,977;CIF;;3,589;3,1;CIF;;;;;;16/02/17
2017;-157.758.902;-481.209.759;12/02/17;18/02/17;00.976.256/0001-39;CEU 070 COMBUSTIVEIS LTDA;LOTE 499 GLEBA 04;S/N;PROJETO INTEGRADO ALEXANDRE GUSMÃO;CEILÂNDIA;72701970;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,679;3,333;CIF;;3,399;;;;3,199;2,876;CIF;;3,349;3;CIF;;;;;;16/02/17
2017;-15.886.139;-480.724.514;12/02/17;18/02/17;00.746.278/0001-02;AUTO POSTO CHAVES LTDA;ROD BR 060 S/NR.KM 13;S/N;KM 13;RECANTO DAS EMAS;72310000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,699;3,381;CIF;;3,499;3,106;CIF;;3,249;2,862;CIF;;3,339;2,945;CIF;;;;;;16/02/17
2017;-156.514.819;-477.922.516;12/02/17;18/02/17;00.689.901/0003-02;PECOBRAL COMÉRCIO DE DERIVADOS DE PETRÓLEO BRASÍLIA LTD;SETOR SPGM;SN;QUADRA CENTRAL LOTE K;SOBRADINHO;73070011;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,69;;;;3,35;;;;3,19;;;;;;;;;;;;16/02/17
2017;-160.188.577;-480.679.507;12/02/17;18/02/17;00.672.345/0001-91;AUTO POSTO JB LIMITADA;RODOVIA DF 290;S/N;KM 22;GAMA;72491010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,549;;;;3,299;;;;2,949;;;;3,199;;;;;;;;16/02/17
2017;-157.662.824;-478.829.416;12/02/17;18/02/17;00.306.597/0009-54;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;SETOR SHC/ NORTE SUPER QUADRA 411;S/N;BLOCO A PLL;ASA NORTE;70866000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,699;;;;3,559;;;;;;;;3,479;;;;;;;;16/02/17
2017;-157.950.174;-479.267.674;12/02/17;18/02/17;00.097.626/0006-72;BRASAL COMBUSTIVEIS LTDA;QI-QUADRA INTERNA 416 CONJUNTO - LOTE 01;S/N;;SAMAMBAIA;72310160;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,519;;;;2,919;;;;3,199;;;;3,399;;;;;;;;16/02/17
2017;-157.938.657;-48.149.028;12/02/17;18/02/17;11.086.811/0001-73;AUTO POSTO SAO JUDAS TADEU LTDA;QUADRA QNN 04 LOTE PLL;1;;CEILANDIA;72265040;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,599;3,38;CIF;;3,439;3,023;CIF;;3,139;2,94;CIF;;;;;;;;;;16/02/17
2017;-158.305.816;-481.072.907;12/02/17;18/02/17;11.936.605/0001-05;AUTO POSTO NN 10 LTDA.;QNN 10 LOTE PLL 01;S/N;SETOR GUARIROBA;CEILANDIA;72220100;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,699;;;;3,499;;;;3,429;;;;3,569;;;;;;;;16/02/17
2017;-158.315.621;-479.145.742;19/02/17;25/02/17;09.205.835/0001-52;POSTO PETROMINAS LTDA.;SHCS SQ 413 BLOCO A-PLL 01;S/N;;ASA SUL;70296010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,744;3,346;CIF;;;;;;;;;;;;;;;;;;22/02/17
2017;-160.489.515;-479.802.165;06/08/17;12/08/17;06.071.706/0004-73;PETRONORTE COMBUSTÍVEIS LTDA.;QI 616 CONJUNTO I - LOTE;3;;SAMAMBAIA;72305160;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,589;;;;3,299;;;;3,074;;;;3,231;;;;;;;;07/08/17
2017;-156.905.949;-478.637.564;19/02/17;25/02/17;07.821.726/0001-34;DFM - DERIVADOS DE PETRÓLEO LTDA.;ST SPM/SUL;S/N;LOTE 06 EPIA PARK WAY;CANDANGOLANDIA;71200000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,62;;;;3,43;;;;;;;;3,48;;;;;;;;22/02/17
2017;-15.856.169;-47.906.234;19/02/17;25/02/17;05.901.688/0001-02;AUTO POSTO DOMINGOS - COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP; SHI/SUL QI 05 AREA MILITAR VI COMAR;S/N;PARTE;LAGO SUL;71600500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,729;;;;3,459;;;;;;;;3,609;;;;;;;;22/02/17
2017;-158.108.566;-480.769.917;19/02/17;25/02/17;04.110.106/0001-07;POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA;QI-QUADRA INTERNA 01;S/N;LOTES 79,81 E 83;TAGUATINGA;72135010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,49;;;;2,82;;;;3,05;;;;;;;;;;;;22/02/17
2017;-158.748.058;-479.770.529;19/02/17;25/02/17;37.158.938/0001-44;SAN REMI POSTO SERVIÇOS LTDA;AVENIDA CENTRAL PLL;6;0;NÚCLEO BANDEIRANTES;71715056;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,69;3,371;FOB;;3,35;3,095;CIF;;3,31;2,924;CIF;;3,37;3,02;CIF;;;;;;22/02/17
2017;-15.807.698;-48.073.907;19/02/17;25/02/17;02.040.344/0001-50;POSTO SIA 3 LTDA;SIA-SETOR DE INDÚSTRIA E ABASTECIMENTO SUL TRECHO 03;S/N;LOTES 2140/2150;SIA;71200030;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,599;3,398;CIF;;3,599;3,177;CIF;;3,399;2,964;CIF;;3,499;3,041;CIF;;;;;;22/02/17
2017;-158.711.543;-4.797.087;19/02/17;25/02/17;04.285.663/0001-50;ME COMERCIO DE DERIVADOS DE PETROLEO LTDA.;LOCALIDADE PLL 03 VIA NB;1;NÚCLEO BANDEIRANTE;DISTRITO FEDERAL;70310500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,749;3,392;CIF;;3,55;;;;3,449;3,041;FOB;;;;;;;;;;22/02/17
2017;-158.074.802;-480.720.867;19/02/17;25/02/17;01.624.992/0001-90;POSTO PARK TAGUATINGA DERIVADOS DE PETROLEO LTDA; QI 04 LOTES 41/42;S/N;;TAGUATINGA;72135040;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,59;;;;2,88;;;;2,668;;;;3,28;;;;;;;;22/02/17
2017;-15.872.951;-480.289.046;19/02/17;25/02/17;03.648.818/0001-03;EUROGAS-POSTOS DE SERVIÇOS LTDA;QS-QUADRA SUL 09, RUA 123;S/N;LOTES 06,08,10,12,14;TAGUATINGA;72130090;BRASILIA;DISTRITO FEDERAL;BRANCA;3,569;3,282;CIF;MASUT DISTRIBUIDORA;3,499;2,847;CIF;TOTAL;3,429;2,8;CIF;MASUT DISTRIBUIDORA;;;;;;;;;22/02/17
2017;-158.250.037;-480.548.969;19/02/17;25/02/17;72.622.608/0001-69;JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA;SGO-SETOR DE GARAGENS OFICIAIS LOTE 02 PLL;S/N;0;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,76;;;;3,29;;;;3,16;;;;;;;;;;;;22/02/17
2017;-163.286.427;-489.534.333;19/02/17;25/02/17;72.587.132/0001-72;AUTO POSTO SAO MARCOS LTDA;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735000;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,599;3,331;CIF;;3,549;3,157;CIF;;3,299;2,927;CIF;;3,499;3,162;CIF;;;;;;22/02/17
2017;-158.184.508;-480.957.291;19/02/17;25/02/17;38.043.832/0001-68;AMORIM COMERCIO DE DERIVADOS DE PETROLEO LTDA;LOCALIDADE QNN 34 AREA ESPECIAL F;S/N;0;CANDANGOLÂNDIA;72230340;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,799;;;;3,439;;;;3,389;;;;;;;;;;;;22/02/17
2017;-157.920.404;-478.879.256;19/02/17;25/02/17;04.473.193/0001-59;POSTO DA TORRE EIRELI - EPP;SETOR SHS QUADRA 5;S/N;BLOCO F                         PLL;ASA SUL;70315000;BRASILIA;DISTRITO FEDERAL;ALESAT;3,49;;;;3,45;;;;;;;;3,45;;;;;;;;22/02/17
2017;-156.205.089;-476.702.084;19/02/17;25/02/17;03.469.182/0005-66;JJS COMERCIO DE COMBUSTIVEIS LTDA;SHCS SQ 105;S/N;BLOCO A PAG;ASA SUL;70732000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,79;;;;3,49;;;;;;;;3,39;;;;;;;;22/02/17
2017;-158.348.389;-479.220.136;19/02/17;25/02/17;00.703.298/0001-04;POSTO NOTA 10 LTDA;SHCS SQ 313    PLL 01;42;BLOCO A;ASA SUL;70382500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,589;3,358;CIF;;3,5;3,212;CIF;;;;;;3,499;3,042;CIF;;;;;;22/02/17
2017;-155.958.531;-47.652.814;19/02/17;25/02/17;00.641.761/0001-22;POSTO SAO ROQUE LTDA;RODOVIA BR 020;S/N;KM 36;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,599;3,354;CIF;;3,499;;;;3,099;2,862;CIF;;3,249;2,957;CIF;;;;;;22/02/17
2017;-15.826.691;-479.218.203;19/02/17;25/02/17;00.360.990/0001-79;POSTO DE GASOLINA DOS ANÕES LTDA.;Q SQC/SUL SQ 315;S/N;BLOCO A PLL 01;ASA SUL;70384010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,799;;;;3,639;;;;;;;;3,59;;;;;;;;22/02/17
2017;-158.202.434;-479.045.093;19/02/17;25/02/17;00.314.831/0001-38;POSTO ITAMARATY LTDA;SHCS SQ 115 BL. A LJ DE COVENIENCIA;42;PAG;ASA SUL;70385000;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,559;3,319;CIF;;;;;;3,289;2,887;CIF;;;;;;;;;;22/02/17
2017;-157.662.824;-478.829.416;19/02/17;25/02/17;00.306.597/0007-92;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;SETOR SHCN SUPERQUADRA 115 BLOCO A PAG;S/N;;ASA NORTE;70772500;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,819;;;;3,389;;;;;;;;3,549;;;;;;;;22/02/17
2017;-157.950.174;-479.267.674;19/02/17;25/02/17;00.097.626/0006-72;BRASAL COMBUSTIVEIS LTDA;QI-QUADRA INTERNA 416 CONJUNTO - LOTE 01;S/N;;SAMAMBAIA;72310160;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,519;;;;2,919;;;;3,199;;;;3,399;;;;;;;;22/02/17
2017;-158.050.773;-4.810.388;19/02/17;25/02/17;09.232.995/0001-90;METRÔ COMERCIAL DE COMBUSTIVEIS LTDA;QNM 25 AREA ESPECIAL;1;;CEILANDIA;72225250;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,529;;;;3,399;;;;3,299;;;;;;;;;;;;22/02/17
2017;-160.489.515;-479.802.165;19/02/17;25/02/17;06.071.706/0004-73;PETRONORTE COMBUSTÍVEIS LTDA.;QI 616 CONJUNTO I - LOTE;3;;SAMAMBAIA;72305160;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,69;;;;3,499;;;;3,299;;;;;;;;;;;;22/02/17
2017;-160.088.612;-480.753.917;26/02/17;04/03/17;08.901.079/0001-33;ESTAÇÃO DE COMBUSTÍVEIS WEST LTDA.;AVENIDA CONTORNO;3;SETOR OESTE;GAMA;72457993;BRASILIA;DISTRITO FEDERAL;ALESAT;3,539;3,275;CIF;;3,499;2,968;CIF;;3,079;2,737;CIF;;3,239;2,851;CIF;;;;;;02/03/17
2017;-159.108.971;-477.609.242;26/02/17;04/03/17;02.551.867/0001-60;AUTO POSTO ESQUINA LIMITADA;QUADRA SAA NORTE QUADRA 04;566;;ASA NORTE;70632400;BRASILIA;DISTRITO FEDERAL;BRANCA;3,779;3,382;CIF;PETROBRAS DISTRIBUIDORA S.A.;3,559;;;;3,269;2,853;CIF;PETROBRAS DISTRIBUIDORA S.A.;3,359;2,926;CIF;PETROBRAS DISTRIBUIDORA S.A.;;;;;02/03/17
2017;-15.826.691;-479.218.203;26/02/17;04/03/17;07.743.777/0001-95;AUTO EIXO 208 NORTE LTDA.;SHC/NORTE SQ 208 BLOCO A PAG;S/N;;ASA NORTE;70853000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,889;;;;3,36;;;;;;;;;;;;;;;;01/03/17
2017;-15.856.169;-47.906.234;26/02/17;04/03/17;05.901.688/0001-02;AUTO POSTO DOMINGOS - COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP; SHI/SUL QI 05 AREA MILITAR VI COMAR;S/N;PARTE;LAGO SUL;71600500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,699;;;;3,28;;;;;;;;3,47;;;;;;;;01/03/17
2017;-157.952.523;-479.434.495;26/02/17;04/03/17;05.625.571/0001-35;POSTO MK 107 NORTE LTDA;SHC NORTE SQ 107 BLOCO A;S/N;PAG;ASA NORTE;70743510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,559;3,269;CIF;;3,5;;;;;;;;;;;;;;;;01/03/17
2017;-158.340.496;-478.669.088;26/02/17;04/03/17;02.072.286/0001-46;PETROIL COMBUSTÍVEIS LTDA.;SPMS-SETOR DE POSTOS E MOTÉIS SUL EPIA SUL CONJUNTO C - LOTE 08;S/N;;CANDANGOLANDIA;71700970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,69;;;;3,25;;;;3,49;;;;;;;;;;;;01/03/17
2017;-156.609.044;-477.935.753;26/02/17;04/03/17;00.001.388/0003-07;DISTRIBUIDORA BRASILIA DE VEICULOS S.A.;AE-ÁREA ESPECIAL 1;S/N;QUADRA 11  SETOR DE EXPANSÃO ECONOMICA;SOBRADINHO;73001970;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,79;3,33;CIF;;3,43;;;;3,29;;;;3,49;;;;;;;;01/03/17
2017;-157.627.365;-478.886.328;26/02/17;04/03/17;01.156.523/0001-94;JADE COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;SHCN SQ 410;S/N;BLOCO A PLL;ASA NORTE;70865500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,649;;;;3,289;;;;;;;;;;;;;;;;01/03/17
2017;-15.807.698;-48.073.907;26/02/17;04/03/17;02.040.344/0001-50;POSTO SIA 3 LTDA;SIA-SETOR DE INDÚSTRIA E ABASTECIMENTO SUL TRECHO 03;S/N;LOTES 2140/2150;SIA;71200030;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,69;;;;3,529;;;;3,399;;;;3,499;;;;;;;;01/03/17
2017;-158.250.037;-480.548.969;26/02/17;04/03/17;72.622.608/0001-69;JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA;SGO-SETOR DE GARAGENS OFICIAIS LOTE 02 PLL;S/N;0;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,79;3,397;CIF;;3,49;3,158;CIF;;3,19;2,974;CIF;;;;;;;;;;01/03/17
2017;-158.184.508;-480.957.291;26/02/17;04/03/17;38.043.832/0001-68;AMORIM COMERCIO DE DERIVADOS DE PETROLEO LTDA;LOCALIDADE QNN 34 AREA ESPECIAL F;S/N;0;CANDANGOLÂNDIA;72230340;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,799;3,324;CIF;;3,489;3,125;CIF;;3,389;2,938;CIF;;;;;;;;;;01/03/17
2017;-158.298.593;-480.138.797;26/02/17;04/03/17;05.208.306/0001-51;AUTO POSTO BRAGA LTDA;QN-QUADRA NORTE 502;S/N;CONJUNTO 01, LOTE 02;SAMAMBAIA;72310301;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,599;;;;3,249;;;;3,249;;;;;;;;;;;;01/03/17
2017;-156.205.089;-476.702.084;26/02/17;04/03/17;03.469.182/0001-32;JJS COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA GOIAS QUADRA;58;LOTES 02/05 ST;PLANALTINA;73330079;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,79;;;;3,49;;;;;;;;3,39;;;;;;;;01/03/17
2017;-158.931.694;-481.494.059;26/02/17;04/03/17;01.276.763/0001-22;AUTO POSTO RAMALHO LTDA.;RODOVIA DF 180;S/N;KM 06 - FAZENDA CHAPADINHA;BRAZILÂNDIA;72720000;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,889;3,392;CIF;;3,579;3,179;CIF;;3,369;2,856;CIF;;3,589;3,094;CIF;;;;;;01/03/17
2017;-157.758.902;-481.209.759;26/02/17;04/03/17;00.976.256/0001-39;CEU 070 COMBUSTIVEIS LTDA;LOTE 499 GLEBA 04;S/N;PROJETO INTEGRADO ALEXANDRE GUSMÃO;CEILÂNDIA;72701970;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,599;3,273;CIF;;3,399;;;;3,199;2,721;CIF;;3,349;2,88;CIF;;;;;;02/03/17
2017;-15.886.139;-480.724.514;26/02/17;04/03/17;00.746.278/0001-02;AUTO POSTO CHAVES LTDA;ROD BR 060 S/NR.KM 13;S/N;KM 13;RECANTO DAS EMAS;72310000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,599;3,302;CIF;;3,499;;;;3,059;2,738;CIF;;3,179;2,859;CIF;;;;;;01/03/17
2017;-160.188.577;-480.679.507;26/02/17;04/03/17;00.672.345/0001-91;AUTO POSTO JB LIMITADA;RODOVIA DF 290;S/N;KM 22;GAMA;72491010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,549;;;;3,299;;;;2,949;;;;3,199;;;;;;;;01/03/17
2017;-157.662.824;-478.829.416;26/02/17;04/03/17;00.306.597/0009-54;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;SETOR SHC/ NORTE SUPER QUADRA 411;S/N;BLOCO A PLL;ASA NORTE;70866000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,429;;;;3,299;;;;;;;;3,479;;;;;;;;01/03/17
2017;-157.950.174;-479.267.674;26/02/17;04/03/17;00.097.626/0006-72;BRASAL COMBUSTIVEIS LTDA;QI-QUADRA INTERNA 416 CONJUNTO - LOTE 01;S/N;;SAMAMBAIA;72310160;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,519;;;;2,919;;;;3,199;;;;3,399;;;;;;;;01/03/17
2017;-157.938.657;-48.149.028;26/02/17;04/03/17;11.086.811/0001-73;AUTO POSTO SAO JUDAS TADEU LTDA;QUADRA QNN 04 LOTE PLL;1;;CEILANDIA;72265040;BRASILIA;DISTRITO FEDERAL;IPIRANGA;3,599;3,302;CIF;;;;;;3,139;2,942;CIF;;;;;;;;;;01/03/17
2017;-158.250.037;-480.548.969;26/02/17;04/03/17;72.622.608/0002-40;JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA;SHIN QI 12 PAG LOTE 04 PENINSULA NORTE;4;;LAGO NORTE;71525200;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,729;3,397;CIF;;3,469;3,151;CIF;;;;;;3,389;3,05;CIF;;;;;;02/03/17
2017;-158.315.621;-479.145.742;05/03/17;11/03/17;09.205.835/0001-52;POSTO PETROMINAS LTDA.;SHCS SQ 413 BLOCO A-PLL 01;S/N;;ASA SUL;70296010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,799;3,376;CIF;;;;;;;;;;;;;;;;;;09/03/17
2017;-156.905.949;-478.637.564;05/03/17;11/03/17;07.821.726/0001-34;DFM - DERIVADOS DE PETRÓLEO LTDA.;ST SPM/SUL;S/N;LOTE 06 EPIA PARK WAY;CANDANGOLANDIA;71200000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,59;;;;3,58;;;;3,43;;;;;;;;;;;;09/03/17
2017;-15.856.169;-47.906.234;05/03/17;11/03/17;05.901.688/0001-02;AUTO POSTO DOMINGOS - COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP; SHI/SUL QI 05 AREA MILITAR VI COMAR;S/N;PARTE;LAGO SUL;71600500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,729;;;;3,459;;;;;;;;3,609;;;;;;;;09/03/17
2017;-157.666.975;-47.894.079;05/03/17;11/03/17;05.662.975/0001-07;SMAFF COMBUSTÍVEIS LTDA;SETOR TERMINAL NORTE- D - BLOCO 03;S/N;PARTE POSTO;BRASÍLIA;70770100;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,529;;;;3,409;;;;;;;;3,409;;;;;;;;09/03/17
2017;-158.748.058;-479.770.529;05/03/17;11/03/17;37.158.938/0001-44;SAN REMI POSTO SERVIÇOS LTDA;AVENIDA CENTRAL PLL;6;0;NÚCLEO BANDEIRANTES;71715056;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;3,649;3,28;CIF;;3,359;3,034;CIF;;3,319;2,785;CIF;;3,379;2,92;CIF;;;;;;09/03/17
2017;-15.826.691;-479.218.203;05/03/17;11/03/17;03.482.208/0001-82;AUTO POSTO JK LTDA;SETOR SHC/SUL SQ 411 BLOCO B PLL S/N;S/N;ASA SUL;ASA SUL;70310500;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,529;3,23;CIF;;3,59;3,056;CIF;;;;;;3,559;2,89;CIF;;;;;;09/03/17
2017;-156.744.793;-481.998.579;05/03/17;11/03/17;04.273.260/0001-91;POSTO METROPOLITANO DERIVADOS DE PETRÓLEO LTDA.;Q-QUADRA 1;S/N;CONJUNTO A LOTE 03;CEILÂNDIA;72145101;BRASILIA;DISTRITO FEDERAL;RAIZEN;3,79;;;;3,49;;;;;;;;3,49;;;;;;;;09/03/17
